ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
127-0-0,19500.9436,3.1,0,67.71,2,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,64.82,unmodified,A2G2F,2 x Core,2 x Core,2 x Core
127-0-1,19500.9436,3.1,1,26.33,6,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,19.36,unmodified,A3G3F,2 x Core,2 x Core,1 x Core
127-0-2,19500.9436,3.1,2,3.70,3,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,1.97,A2G1,A2G2F,unmodified,1 x Core,1 x Core
127-0-3,19500.9436,3.1,3,0.90,3,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,0.74,A3G3F+LacN1,unmodified,1 x Core,2 x Core,1 x Core
127-1-0,19500.9436,3.1,4,0.41,12,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.29,A2G2,A1G1,unmodified,2 x Core,1 x Core
127-1-1,19500.9436,3.1,5,0.40,2,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.39,A2G2,A1G1,1 x Core,1 x Core,1 x Core
127-0-4,19500.9436,3.1,6,0.26,3,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,0.19,A2G1,A2G2F,unmodified,2 x Core,unmodified
127-1-2,19500.9436,3.1,7,0.15,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.08,A2G2,A2G2,unmodified,1 x Core,1 x Core
127-1-3,19500.9436,3.1,8,0.06,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.05,A1G1,A1G1,1 x Core,2 x Core,1 x Core
127-0-5,19500.9436,3.1,9,0.04,3,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,0.02,A3G3F+LacN1,unmodified,unmodified,2 x Core,2 x Core
127-0-6,19500.9436,3.1,10,0.02,3,19501.0651,-0.1215,-6,11,10,1,2,0,0,0,0.01,A2G1,A3G3F,unmodified,unmodified,1 x Core
127-1-4,19500.9436,3.1,11,0.01,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.01,A2G2,A2G2,unmodified,2 x Core,unmodified
127-1-5,19500.9436,3.1,12,0.01,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.01,A3G3,A1G1,unmodified,1 x Core,1 x Core
127-1-6,19500.9436,3.1,13,0.00,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.00,A1G1,A1G1,unmodified,2 x Core,2 x Core
127-1-7,19500.9436,3.1,14,0.00,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.00,A3G3,A2G2,unmodified,unmodified,1 x Core
127-1-8,19500.9436,3.1,15,0.00,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.00,A3G3,A1G1,unmodified,2 x Core,unmodified
127-1-9,19500.9436,3.1,16,0.00,3,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.00,A3G3+LacN1,A1G1,unmodified,unmodified,1 x Core
127-1-10,19500.9436,3.1,17,0.00,1,19501.0651,-0.1215,-6,12,10,0,1,0,0,0,0.00,A3G3+LacN1,A2G2,unmodified,unmodified,unmodified
128-0-0,19502.9750,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129-0-0,19507.9381,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130-0-0,19508.9511,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131-0-0,19516.9839,4.0,0,38.96,12,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,27.81,A2G2,A1G1,unmodified,2 x Core,1 x Core
131-0-1,19516.9839,4.0,1,38.31,2,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,37.02,A2G2,A1G1,1 x Core,1 x Core,1 x Core
131-0-2,19516.9839,4.0,2,14.78,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,7.86,A2G2,A2G2,unmodified,1 x Core,1 x Core
131-0-3,19516.9839,4.0,3,5.56,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,4.58,A1G1,A1G1,1 x Core,2 x Core,1 x Core
131-0-4,19516.9839,4.0,4,1.05,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.78,A2G2,A2G2,unmodified,2 x Core,unmodified
131-0-5,19516.9839,4.0,5,0.93,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.50,A3G3,A1G1,unmodified,1 x Core,1 x Core
131-0-6,19516.9839,4.0,6,0.23,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.14,A1G1,A1G1,unmodified,2 x Core,2 x Core
131-0-7,19516.9839,4.0,7,0.10,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.08,A3G3,A2G2,unmodified,unmodified,1 x Core
131-0-8,19516.9839,4.0,8,0.07,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.05,A3G3,A1G1,unmodified,2 x Core,unmodified
131-0-9,19516.9839,4.0,9,0.02,3,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.01,A3G3+LacN1,A1G1,unmodified,unmodified,1 x Core
131-0-10,19516.9839,4.0,10,0.00,1,19517.0600,-0.0761,-4,12,10,0,2,0,0,0,0.00,A3G3+LacN1,A2G2,unmodified,unmodified,unmodified
132-0-0,19524.9078,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133-0-0,19525.0972,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134-0-0,19531.9326,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135-0-0,19534.9449,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136-0-0,19542.9591,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137-0-0,19545.9588,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138-0-0,19551.9418,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139-0-0,19552.9882,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140-0-0,19554.9918,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141-0-0,19562.9868,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142-0-0,19573.9856,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143-0-0,19574.9378,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144-0-0,19583.9748,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145-0-0,19599.9509,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146-0-0,19608.9472,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147-0-0,19608.9937,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148-0-0,19612.9836,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149-0-0,19618.9795,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150-0-0,19626.9849,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151-1-0,19630.9921,1.1,0,78.74,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,41.81,A2G2,A2G2F,unmodified,1 x Core,1 x Core
151-1-1,19630.9921,1.1,1,7.36,12,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,5.17,A1G1,A2G2F,unmodified,2 x Core,1 x Core
151-1-2,19630.9921,1.1,2,7.23,2,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,6.89,A1G1,A2G2F,1 x Core,1 x Core,1 x Core
151-1-3,19630.9921,1.1,3,5.60,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,4.13,A2G2,A2G2F,unmodified,2 x Core,unmodified
151-1-4,19630.9921,1.1,4,0.55,3,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.42,A3G3,A2G2F,unmodified,unmodified,1 x Core
151-1-5,19630.9921,1.1,5,0.36,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.28,A2G2,A3G3F,unmodified,unmodified,1 x Core
151-1-6,19630.9921,1.1,6,0.12,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.06,A1G1,A3G3F,unmodified,1 x Core,1 x Core
151-1-7,19630.9921,1.1,7,0.01,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.01,A1G1,A3G3F,unmodified,2 x Core,unmodified
151-1-8,19630.9921,1.1,8,0.01,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.01,A2G0F,M5-A1G1,unmodified,2 x Core,1 x Core
151-1-9,19630.9921,1.1,9,0.01,1,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.01,A2G0F,M5-A1G1,1 x Core,1 x Core,1 x Core
151-1-10,19630.9921,1.1,10,0.00,3,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A1G1F,A1G1,1 x Core,2 x Core,1 x Core
151-1-11,19630.9921,1.1,11,0.00,1,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A3G3+LacN1,A2G2F,unmodified,unmodified,unmodified
151-1-12,19630.9921,1.1,12,0.00,6,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A1G1F,A2G2,unmodified,2 x Core,1 x Core
151-1-13,19630.9921,1.1,13,0.00,1,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A1G1F,A2G2,1 x Core,1 x Core,1 x Core
151-1-14,19630.9921,1.1,14,0.00,1,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A3G3,A3G3F,unmodified,unmodified,unmodified
151-1-15,19630.9921,1.1,15,0.00,3,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,unmodified,1 x Core
151-1-16,19630.9921,1.1,16,0.00,3,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A1G1F,A1G1,unmodified,2 x Core,2 x Core
151-1-17,19630.9921,1.1,17,0.00,1,19631.1281,-0.1360,-7,12,10,1,0,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,unmodified,unmodified
152-0-0,19642.0191,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153-0-0,19645.9583,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154-0-0,19657.9532,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155-0-0,19661.0324,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156-0-0,19669.9613,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157-0-0,19670.9745,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158-1-0,19673.0930,0.1,0,66.17,3,19673.1546,-0.0616,-3,11,11,1,0,1,0,0,54.52,A2G0F,A1G1,1 x Core,2 x Core,1 x Core
158-1-1,19673.0930,0.1,1,15.67,6,19673.1546,-0.0616,-3,11,11,1,0,1,0,0,11.58,A2G0F,A2G2,unmodified,2 x Core,1 x Core
158-1-2,19673.0930,0.1,2,15.41,1,19673.1546,-0.0616,-3,11,11,1,0,1,0,0,15.41,A2G0F,A2G2,1 x Core,1 x Core,1 x Core
158-1-3,19673.0930,0.1,3,2.76,3,19673.1546,-0.0616,-3,11,11,1,0,1,0,0,1.61,A2G0F,A1G1,unmodified,2 x Core,2 x Core
159-0-0,19676.0588,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160-0-0,19681.9459,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161-0-0,19697.9971,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162-0-0,19701.8752,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163-1-0,19705.0091,0.0,0,46.56,3,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,36.82,A3G3+LacN1,unmodified,2 x Core,2 x Core,1 x Core
163-1-1,19705.0091,0.0,1,32.58,1,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,32.58,A3G3,unmodified,2 x Core,2 x Core,2 x Core
163-1-2,19705.0091,0.0,2,12.57,3,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,10.35,A2G1,A1G1,1 x Core,2 x Core,1 x Core
163-1-3,19705.0091,0.0,3,2.98,6,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,2.20,A2G1,A2G2,unmodified,2 x Core,1 x Core
163-1-4,19705.0091,0.0,4,2.93,1,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,2.93,A2G1,A2G2,1 x Core,1 x Core,1 x Core
163-0-0,19705.0091,0.0,5,1.23,3,19705.1445,-0.1354,-7,11,11,1,2,1,0,0,1.02,A2G0F,A1G1,1 x Core,2 x Core,1 x Core
163-1-5,19705.0091,0.0,6,0.52,3,19705.1445,-0.1354,-7,12,11,0,1,1,0,0,0.31,A2G1,A1G1,unmodified,2 x Core,2 x Core
163-0-1,19705.0091,0.0,7,0.29,6,19705.1445,-0.1354,-7,11,11,1,2,1,0,0,0.22,A2G0F,A2G2,unmodified,2 x Core,1 x Core
163-0-2,19705.0091,0.0,8,0.29,1,19705.1445,-0.1354,-7,11,11,1,2,1,0,0,0.29,A2G0F,A2G2,1 x Core,1 x Core,1 x Core
163-0-3,19705.0091,0.0,9,0.05,3,19705.1445,-0.1354,-7,11,11,1,2,1,0,0,0.03,A2G0F,A1G1,unmodified,2 x Core,2 x Core
164-0-0,19705.8427,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165-0-0,19715.0214,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166-0-0,19719.0591,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167-0-0,19724.0161,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168-0-0,19732.0120,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169-0-0,19742.0204,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170-0-0,19742.0660,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171-1-0,19743.9648,0.1,0,50.42,6,19744.1176,-0.1528,-8,16,8,0,1,1,0,0,37.25,M7,M5-A1G1,unmodified,2 x Core,1 x Core
171-1-1,19743.9648,0.1,1,49.58,1,19744.1176,-0.1528,-8,16,8,0,1,1,0,0,49.58,M7,M5-A1G1,1 x Core,1 x Core,1 x Core
172-0-0,19759.9995,0.1,0,50.42,6,19760.1125,-0.1130,-6,16,8,0,2,1,0,0,37.25,M7,M5-A1G1,unmodified,2 x Core,1 x Core
172-0-1,19759.9995,0.1,1,49.58,1,19760.1125,-0.1130,-6,16,8,0,2,1,0,0,49.58,M7,M5-A1G1,1 x Core,1 x Core,1 x Core
173-1-0,19769.1352,0.1,0,49.36,6,19769.1493,-0.0141,-1,14,9,1,1,1,0,0,36.46,M6,A2G2F,unmodified,2 x Core,1 x Core
173-1-1,19769.1352,0.1,1,48.54,1,19769.1493,-0.0141,-1,14,9,1,1,1,0,0,48.54,M6,A2G2F,1 x Core,1 x Core,1 x Core
173-2-0,19769.1352,0.1,2,0.86,3,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.71,M5,M5-A1G1,1 x Core,2 x Core,1 x Core
173-1-2,19769.1352,0.1,3,0.80,3,19769.1493,-0.0141,-1,14,9,1,1,1,0,0,0.43,M6,A3G3F,unmodified,1 x Core,1 x Core
173-2-1,19769.1352,0.1,4,0.13,6,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.10,M5-A1G1,M5-A1G1,unmodified,2 x Core,1 x Core
173-2-2,19769.1352,0.1,5,0.13,1,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.13,M5-A1G1,M5-A1G1,1 x Core,1 x Core,1 x Core
173-1-3,19769.1352,0.1,6,0.06,3,19769.1493,-0.0141,-1,14,9,1,1,1,0,0,0.04,M6,A3G3F,unmodified,2 x Core,unmodified
173-2-3,19769.1352,0.1,7,0.05,3,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.04,M7,A1G1,1 x Core,2 x Core,1 x Core
173-2-4,19769.1352,0.1,8,0.04,3,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.02,M5,M5-A1G1,unmodified,2 x Core,2 x Core
173-2-5,19769.1352,0.1,9,0.01,6,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.01,M7,A2G2,unmodified,2 x Core,1 x Core
173-2-6,19769.1352,0.1,10,0.01,1,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.01,M7,A2G2,1 x Core,1 x Core,1 x Core
173-2-7,19769.1352,0.1,11,0.00,3,19769.1493,-0.0141,-1,15,9,0,0,1,0,0,0.00,M7,A1G1,unmodified,2 x Core,2 x Core
174-0-0,19779.0546,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175-0-0,19788.0930,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176-0-0,19805.0675,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177-0-0,19807.0218,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178-0-0,19813.9925,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179-0-0,19818.0112,0.1,0,49.98,6,19818.2125,-0.2013,-10,11,11,2,0,0,0,0,36.92,A2G0F,A2G2F,unmodified,2 x Core,1 x Core
179-0-1,19818.0112,0.1,1,49.15,1,19818.2125,-0.2013,-10,11,11,2,0,0,0,0,49.15,A2G0F,A2G2F,1 x Core,1 x Core,1 x Core
179-0-2,19818.0112,0.1,2,0.81,3,19818.2125,-0.2013,-10,11,11,2,0,0,0,0,0.43,A2G0F,A3G3F,unmodified,1 x Core,1 x Core
179-0-3,19818.0112,0.1,3,0.06,3,19818.2125,-0.2013,-10,11,11,2,0,0,0,0,0.04,A2G0F,A3G3F,unmodified,2 x Core,unmodified
180-0-0,19819.0435,0.0,0,49.98,6,19819.2125,-0.1690,-9,11,11,2,0,1,0,0,36.92,A2G0F,A2G2F,unmodified,2 x Core,1 x Core
180-0-1,19819.0435,0.0,1,49.15,1,19819.2125,-0.1690,-9,11,11,2,0,1,0,0,49.15,A2G0F,A2G2F,1 x Core,1 x Core,1 x Core
180-0-2,19819.0435,0.0,2,0.81,3,19819.2125,-0.1690,-9,11,11,2,0,1,0,0,0.43,A2G0F,A3G3F,unmodified,1 x Core,1 x Core
180-0-3,19819.0435,0.0,3,0.06,3,19819.2125,-0.1690,-9,11,11,2,0,1,0,0,0.04,A2G0F,A3G3F,unmodified,2 x Core,unmodified
181-1-0,19835.0222,8.9,0,38.98,6,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,28.80,A2G1,A2G2F,unmodified,2 x Core,1 x Core
181-1-1,19835.0222,8.9,1,38.33,1,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,38.33,A2G1,A2G2F,1 x Core,1 x Core,1 x Core
181-1-2,19835.0222,8.9,2,11.97,2,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,11.14,unmodified,A3G3F,2 x Core,2 x Core,2 x Core
181-0-0,19835.0222,8.9,3,3.82,6,19835.2074,-0.1853,-9,11,11,2,1,1,0,0,2.82,A2G0F,A2G2F,unmodified,2 x Core,1 x Core
181-0-1,19835.0222,8.9,4,3.76,1,19835.2074,-0.1853,-9,11,11,2,1,1,0,0,3.76,A2G0F,A2G2F,1 x Core,1 x Core,1 x Core
181-1-3,19835.0222,8.9,5,2.39,3,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,1.89,A3G3F+LacN1,unmodified,2 x Core,2 x Core,1 x Core
181-1-4,19835.0222,8.9,6,0.64,3,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,0.34,A2G1,A3G3F,unmodified,1 x Core,1 x Core
181-0-2,19835.0222,8.9,7,0.06,3,19835.2074,-0.1853,-9,11,11,2,1,1,0,0,0.03,A2G0F,A3G3F,unmodified,1 x Core,1 x Core
181-1-5,19835.0222,8.9,8,0.05,3,19835.2074,-0.1853,-9,12,11,1,0,1,0,0,0.03,A2G1,A3G3F,unmodified,2 x Core,unmodified
181-0-3,19835.0222,8.9,9,0.00,3,19835.2074,-0.1853,-9,11,11,2,1,1,0,0,0.00,A2G0F,A3G3F,unmodified,2 x Core,unmodified
182-1-0,19850.0818,2.1,0,35.11,6,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,25.94,A2G1,A2G2F,unmodified,2 x Core,1 x Core
182-1-1,19850.0818,2.1,1,34.53,1,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,34.53,A2G1,A2G2F,1 x Core,1 x Core,1 x Core
182-1-2,19850.0818,2.1,2,10.78,2,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,10.03,unmodified,A3G3F,2 x Core,2 x Core,2 x Core
182-2-0,19850.0818,2.1,3,6.39,6,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,5.08,A2G2,A1G1,1 x Core,2 x Core,1 x Core
182-0-0,19850.0818,2.1,4,3.44,6,19850.2024,-0.1205,-6,11,11,2,2,0,0,0,2.54,A2G0F,A2G2F,unmodified,2 x Core,1 x Core
182-0-1,19850.0818,2.1,5,3.39,1,19850.2024,-0.1205,-6,11,11,2,2,0,0,0,3.39,A2G0F,A2G2F,1 x Core,1 x Core,1 x Core
182-1-3,19850.0818,2.1,6,2.16,3,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,1.70,A3G3F+LacN1,unmodified,2 x Core,2 x Core,1 x Core
182-2-1,19850.0818,2.1,7,1.46,6,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,1.08,A2G2,A2G2,unmodified,2 x Core,1 x Core
182-2-2,19850.0818,2.1,8,1.44,1,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,1.44,A2G2,A2G2,1 x Core,1 x Core,1 x Core
182-1-4,19850.0818,2.1,9,0.57,3,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,0.30,A2G1,A3G3F,unmodified,1 x Core,1 x Core
182-2-3,19850.0818,2.1,10,0.27,6,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.15,A2G2,A1G1,unmodified,2 x Core,2 x Core
182-2-4,19850.0818,2.1,11,0.14,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.11,A1G1,A1G1,2 x Core,2 x Core,1 x Core
182-2-5,19850.0818,2.1,12,0.09,6,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.07,A3G3,A1G1,unmodified,2 x Core,1 x Core
182-2-6,19850.0818,2.1,13,0.09,1,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.09,A3G3,A1G1,1 x Core,1 x Core,1 x Core
182-0-2,19850.0818,2.1,14,0.06,3,19850.2024,-0.1205,-6,11,11,2,2,0,0,0,0.03,A2G0F,A3G3F,unmodified,1 x Core,1 x Core
182-1-5,19850.0818,2.1,15,0.04,3,19850.2024,-0.1205,-6,12,11,1,1,0,0,0,0.03,A2G1,A3G3F,unmodified,2 x Core,unmodified
182-2-7,19850.0818,2.1,16,0.04,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.02,A3G3,A2G2,unmodified,1 x Core,1 x Core
182-2-8,19850.0818,2.1,17,0.01,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.00,A3G3+LacN1,A1G1,unmodified,1 x Core,1 x Core
182-0-3,19850.0818,2.1,18,0.00,3,19850.2024,-0.1205,-6,11,11,2,2,0,0,0,0.00,A2G0F,A3G3F,unmodified,2 x Core,unmodified
182-2-9,19850.0818,2.1,19,0.00,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.00,A3G3,A2G2,unmodified,2 x Core,unmodified
182-2-10,19850.0818,2.1,20,0.00,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.00,A3G3+LacN1,A2G2,unmodified,unmodified,1 x Core
182-2-11,19850.0818,2.1,21,0.00,3,19850.2024,-0.1205,-6,13,11,0,0,0,0,0,0.00,A3G3+LacN1,A1G1,unmodified,2 x Core,unmodified
183-0-0,19859.0926,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184-0-0,19861.0669,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185-0-0,19868.1235,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186-0-0,19870.1358,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187-0-0,19874.0443,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188-0-0,19880.0900,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189-0-0,19881.0768,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190-0-0,19884.1317,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191-0-0,19892.0984,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
